candidate_id,project,repo,source_type,number,state,title,url,evidence_role,primary_deviation_symptom,primary_factor_category,primary_affected_phase,deviation_symptoms,factor_categories,affected_phases,symptom_evidence_quote,factor_evidence_quote,phase_evidence_quote,created_at,updated_at,closed_at,comment_count
github_issue::facebookresearch/habitat-sim::405,Habitat-Sim,facebookresearch/habitat-sim,issue,405,closed,Geodesic distance return inf in many cases.,https://github.com/facebookresearch/habitat-sim/issues/405,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,metric_computation,success_rate_drop_or_mismatch,unknown_or_not_specified,metric_computation,Even if the episode is successful the score does not count.,,if distance_to_target is inf in the last step. Even if the episode is successful the score does not count.,2019-12-26T12:51:57Z,2022-08-23T15:21:24Z,2022-08-23T15:21:24Z,23
github_issue::facebookresearch/habitat-sim::1176,Habitat-Sim,facebookresearch/habitat-sim,issue,1176,closed,EGL_BAD_ACCESS on Habitat-sim headless,https://github.com/facebookresearch/habitat-sim/issues/1176,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,Platform::WindowlessEglApplication::tryCreateContext(): cannot initialize EGL: EGL_BAD_ACCESS,As far as I can tell that is an nvidia driver issue and I worked it by adding a `time.sleep(30)` at the end of eval for a checkpoint.,in checkpoint evaluation for habitat-baselines,2021-04-17T15:51:29Z,2021-07-28T08:18:09Z,2021-07-28T08:18:09Z,3
github_issue::facebookresearch/habitat-sim::1756,Habitat-Sim,facebookresearch/habitat-sim,issue,1756,closed,Incorrect ground truth semantic outputs,https://github.com/facebookresearch/habitat-sim/issues/1756,deviation_and_factor,rollout_behavior_anomaly,reset_or_initial_state,environment_reset,rollout_behavior_anomaly,reset_or_initial_state,environment_reset,the semantic image does not correspond with the RGB and depth ones,"I needed to add the following line to make_cfgs(): sim_cfg.scene_dataset_config_file = settings[""scene_dataset""] Else, the scene dataset config file path in the dictionary would not do anything.",,2022-05-16T16:27:40Z,2024-07-19T03:31:36Z,2022-08-31T17:17:50Z,3
github_issue::facebookresearch/habitat-sim::692,Habitat-Sim,facebookresearch/habitat-sim,issue,692,closed,Math::Vector::projectedOntoNormalized nan's,https://github.com/facebookresearch/habitat-sim/issues/692,deviation_and_factor,evaluation_crash_or_failure,data_dataset_format,rollout_execution,evaluation_crash_or_failure,data_dataset_format,rollout_execution;data_loading_or_decoding,"Math::Vector::projectedOntoNormalized(): line Vector(-nan, -nan, -nan) is not normalized",There's an episode with an inf's for the starting position.,outputs = self.envs.step([a[0].item() for a in actions]),2020-07-20T13:21:18Z,2021-05-24T19:39:38Z,2021-05-24T19:36:51Z,10
github_issue::facebookresearch/habitat-sim::370,Habitat-Sim,facebookresearch/habitat-sim,issue,370,closed,projectToPoly method validation fails when Agent is moving forward diagonal to a wall.,https://github.com/facebookresearch/habitat-sim/issues/370,deviation_and_factor,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,The agent goes out of bounds and the episodes ends because of segmentation fault.,The validation for projectToPoly should be in the three dimensions but currently is done in only one dimension.,"Trigger the ""MOVE_FORWARD"" action.",2019-12-04T10:39:26Z,2019-12-06T17:23:27Z,2019-12-06T17:23:27Z,0
github_pr::facebookresearch/habitat-sim::640,Habitat-Sim,facebookresearch/habitat-sim,pr,640,closed,Fixed random seed for Greedy Follower test and made it more forgiving.,https://github.com/facebookresearch/habitat-sim/pull/640,deviation_and_factor,evaluation_instability_or_flakiness,seed_or_randomness,benchmark_or_eval_setup,evaluation_instability_or_flakiness;success_rate_drop_or_mismatch,seed_or_randomness,benchmark_or_eval_setup,tests/test_greedy_follower.py occasionally fails,Fixed random seed for Greedy Follower test,,2020-05-29T03:17:05Z,2020-05-29T20:29:21Z,2020-05-29T20:29:18Z,1
github_pr::facebookresearch/habitat-sim::821,Habitat-Sim,facebookresearch/habitat-sim,pr,821,closed,Add WebGL physics determinism test,https://github.com/facebookresearch/habitat-sim/pull/821,factor_only,unknown_or_not_applicable,simulator_physics_rendering,rollout_execution,unknown_or_not_applicable,simulator_physics_rendering,rollout_execution,,"for every new change/build of habitat-sim we don't know if physics will be deterministic or not ... Currently, the test is failing.",,2020-10-02T18:52:45Z,2021-09-18T15:05:34Z,2021-09-18T15:05:34Z,5
github_pr::facebookresearch/habitat-sim::435,Habitat-Sim,facebookresearch/habitat-sim,pr,435,closed,Fix reset,https://github.com/facebookresearch/habitat-sim/pull/435,factor_only,unknown_or_not_applicable,reset_or_initial_state,environment_reset,unknown_or_not_applicable,reset_or_initial_state,environment_reset,,"Reset function in the Simulator python class now works as expected: it resets the agent back to its initial position, which is determined when initialize_agent() is called.",resets the agent back to its initial position,2020-01-18T00:09:18Z,2020-01-27T18:02:16Z,2020-01-27T18:02:10Z,1
github_pr::facebookresearch/habitat-sim::317,Habitat-Sim,facebookresearch/habitat-sim,pr,317,closed,Mesh joining for unstable Bullet collision compounds.,https://github.com/facebookresearch/habitat-sim/pull/317,deviation_and_factor,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,unstable simulation artifacts,"when individual convex hulls overlap significantly, this treatment can result in unstable simulation artifacts.",simulation of a compound box shape,2019-10-22T18:40:25Z,2019-12-16T17:59:06Z,2019-12-16T17:59:01Z,2
github_pr::facebookresearch/habitat-sim::2160,Habitat-Sim,facebookresearch/habitat-sim,pr,2160,closed,"Temporarily revert ""--[BE Week]More informative and appropriate data/metadata loa…",https://github.com/facebookresearch/habitat-sim/pull/2160,deviation_only,evaluation_instability_or_flakiness,unknown_or_not_specified,ci_or_regression_testing,evaluation_instability_or_flakiness,unknown_or_not_specified,ci_or_regression_testing,more reliably CI test the benchmark,,CI test the benchmark,2023-07-14T20:08:14Z,2023-07-18T17:46:06Z,2023-07-18T17:45:57Z,1
github_pr::facebookresearch/habitat-sim::1400,Habitat-Sim,facebookresearch/habitat-sim,pr,1400,closed,Minor changes to WebXR Hand Demo,https://github.com/facebookresearch/habitat-sim/pull/1400,factor_only,setup_sensitive_result,evaluation_script_harness,benchmark_or_eval_setup,setup_sensitive_result,evaluation_script_harness,benchmark_or_eval_setup,,Head and hand pose are no longer updated when the benchmark is running. This will allow for more consistent benchmark results when running on a headset.,when the benchmark is running,2021-07-21T16:31:15Z,2021-07-21T16:32:02Z,2021-07-21T16:32:02Z,0
github_issue::mani-skill/ManiSkill::1369,ManiSkill,mani-skill/ManiSkill,issue,1369,closed,Unable to reproduce PickCube-v1 results with Diffusion Policy (0% Success Rate),https://github.com/mani-skill/ManiSkill/issues/1369,deviation_and_factor,success_rate_drop_or_mismatch,dependency_runtime_environment,runtime_or_dependency_setup,success_rate_drop_or_mismatch,dependency_runtime_environment,runtime_or_dependency_setup,the evaluation success rate remains consistently at 0%.,My issue is caused by an environment / dependency version mismatch,,2026-01-04T13:44:41Z,2026-03-30T09:16:50Z,2026-01-05T04:21:52Z,2
github_issue::mani-skill/ManiSkill::1385,ManiSkill,mani-skill/ManiSkill,issue,1385,closed,Simulation consistency between single (num_envs=1) and parallel (num_envs=K) environments with set_state_dict,https://github.com/mani-skill/ManiSkill/issues/1385,deviation_and_factor,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,rollout_behavior_anomaly;setup_sensitive_result,simulator_physics_rendering,rollout_execution,I observe significant divergence in the object (T-block) pose,small floating point differences can accumulate and cause a difference,,2026-02-04T13:32:05Z,2026-03-14T06:24:38Z,2026-03-14T06:24:38Z,4
github_issue::mani-skill/ManiSkill::1285,ManiSkill,mani-skill/ManiSkill,issue,1285,closed,RuntimeError: vk::Device::waitForFences: ErrorDeviceLost on H800 GPU,https://github.com/mani-skill/ManiSkill/issues/1285,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,RuntimeError: vk::Device::waitForFences: ErrorDeviceLost,Failed to find Vulkan ICD file. This is probably due to an incorrect or partial installation of the NVIDIA driver.,make_eval_envs,2025-10-03T18:28:29Z,2026-03-05T08:47:16Z,2025-10-21T19:53:25Z,2
github_issue::mani-skill/ManiSkill::1221,ManiSkill,mani-skill/ManiSkill,issue,1221,closed,TDMPC2 evaluation performance drop,https://github.com/mani-skill/ManiSkill/issues/1221,deviation_and_factor,success_rate_drop_or_mismatch,evaluation_script_harness,benchmark_or_eval_setup,success_rate_drop_or_mismatch,evaluation_script_harness,benchmark_or_eval_setup,PickCube-v1 R: 19.3 S: 0.00,"The tdmpc2 agent expects num_eval_envs to be consistent with what's set in training (previously, I had it hard-coded to 1 for simplicity of video recording).",I had it hard-coded to 1 for simplicity of video recording,2025-08-07T07:33:31Z,2025-08-23T02:09:05Z,2025-08-23T02:09:05Z,7
github_issue::mani-skill/ManiSkill::1070,ManiSkill,mani-skill/ManiSkill,issue,1070,closed,insane memory consumption jump during evaluation when using contact force API,https://github.com/mani-skill/ManiSkill/issues/1070,deviation_and_factor,evaluation_crash_or_failure,simulator_physics_rendering,benchmark_or_eval_setup,evaluation_crash_or_failure,simulator_physics_rendering,benchmark_or_eval_setup,I am observing ridiculous memory usage during evaluation which causes sim to stop.,"It turns out the net contact forces API has a bug when there is no contacts, a cuda kernel is launched incorrectly, eventually leading to some strange behavior like invalid memory reads.",Evaluating,2025-05-16T05:01:20Z,2025-08-01T05:38:47Z,2025-08-01T05:38:47Z,15
github_issue::mani-skill/ManiSkill::1200,ManiSkill,mani-skill/ManiSkill,issue,1200,open,RGBD obs for Pick Cube task doesn't train properly for Diffusion Policy,https://github.com/mani-skill/ManiSkill/issues/1200,deviation_and_factor,success_rate_drop_or_mismatch,evaluation_script_harness,data_loading_or_decoding,success_rate_drop_or_mismatch,evaluation_script_harness;observation_sensor_preprocessing,data_loading_or_decoding;benchmark_or_eval_setup,"I managed to get results similar to the paper for the ""rgb"" obs (~0.75 success) but if I change it to ""rgb+depth"", the model is not training properly and I get success rate of less than 10 %.",Note you might need to change this line to 'depth' instead of 'rgbd' to get the above training running,,2025-07-24T11:18:07Z,2025-07-29T00:42:11Z,,3
github_issue::mani-skill/ManiSkill::1157,ManiSkill,mani-skill/ManiSkill,issue,1157,closed,possible GPU memory leak on SO100GraspCube-v1,https://github.com/mani-skill/ManiSkill/issues/1157,deviation_and_factor,evaluation_crash_or_failure,reset_or_initial_state,environment_reset,evaluation_crash_or_failure,reset_or_initial_state,environment_reset,I had a similar OOM issue ... and also the OOM was solved with `--ppo.eval_reconfiguration_freq=0`,"for some reason `rgb_overlay_mode=""none""` in `_after_reconfigure` when `rgb_overlay_mode=""none""`, the `self._objects_to_remove_from_greenscree` is not being empty, so all the refs are kept in the array","i did run a loop of only eval_envs.reset() ... and I found that if comment this lines, the memory become stable",2025-06-27T21:22:14Z,2025-06-28T04:15:27Z,2025-06-28T04:15:27Z,4
github_issue::mani-skill/ManiSkill::992,ManiSkill,mani-skill/ManiSkill,issue,992,open,`TypeError: this type has no size` for act/train_rgbd.py when `--num_eval_envs` > 1,https://github.com/mani-skill/ManiSkill/issues/992,deviation_only,evaluation_crash_or_failure,unknown_or_not_specified,benchmark_or_eval_setup,evaluation_crash_or_failure,unknown_or_not_specified,benchmark_or_eval_setup,this error only happens with `num_eval_envs` > 1,,"envs = make_eval_envs(args.env_id, args.num_eval_envs, args.sim_backend, env_kwargs, other_kwargs, video_dir=f'runs/{run_name}/videos' if args.capture_video else None, wrappers=wrappers)",2025-04-08T00:22:37Z,2025-05-20T04:24:30Z,,10
github_issue::mani-skill/ManiSkill::892,ManiSkill,mani-skill/ManiSkill,issue,892,closed,The issue about trajectory replay.,https://github.com/mani-skill/ManiSkill/issues/892,deviation_and_factor,success_rate_drop_or_mismatch,object_scene_task_initialization,environment_reset,success_rate_drop_or_mismatch;rollout_behavior_anomaly,seed_or_randomness;object_scene_task_initialization,environment_reset;rollout_execution,"Replayed 100 episodes, 0/100=0.00% demos saved.","The environment states do not encode object geometry like object scale, it only ensures the poses are the same.",I performed random initialization of the poses for both the Panda robotic arm and the object at the start of each trajectory.,2025-02-27T09:30:23Z,2025-04-16T04:05:57Z,2025-03-06T19:27:03Z,12
github_issue::mani-skill/ManiSkill::858,ManiSkill,mani-skill/ManiSkill,issue,858,closed,please teach me how to change the view of camera render ?,https://github.com/mani-skill/ManiSkill/issues/858,factor_only,unknown_or_not_applicable,evaluation_script_harness,rollout_execution,unknown_or_not_applicable,evaluation_script_harness,rollout_execution,,They are using the wrong cameras to render images for evaluation. You are not supposed to use env.render() to get images for policy inference,,2025-02-19T15:42:08Z,2025-03-14T07:37:39Z,2025-02-20T21:56:48Z,10
github_issue::mani-skill/ManiSkill::862,ManiSkill,mani-skill/ManiSkill,issue,862,closed,Issues with PPO baseline for PickSingleYCB-v1 task,https://github.com/mani-skill/ManiSkill/issues/862,deviation_and_factor,success_rate_drop_or_mismatch,object_scene_task_initialization,environment_reset,success_rate_drop_or_mismatch,object_scene_task_initialization;data_dataset_format,environment_reset;data_loading_or_decoding,success_once metric plateaus at around 0.55 after 50M steps of training (which is lower than what is expected based on the published results in the RL baselines documentation).,"Apparently there are some objects being loaded that are not possible to grasp at all (easily) like a flat plate, so we are removing those from the env and redoing the RL results.",,2025-02-20T20:48:59Z,2025-02-23T22:31:25Z,2025-02-23T22:31:25Z,5
github_issue::mani-skill/ManiSkill::787,ManiSkill,mani-skill/ManiSkill,issue,787,closed,Randomness in GPU simulation,https://github.com/mani-skill/ManiSkill/issues/787,factor_only,unknown_or_not_applicable,seed_or_randomness,rollout_execution,unknown_or_not_applicable,seed_or_randomness,rollout_execution,,there is some divergence among the paralleled sub-scene,the sub-scene behave differently even if I use set_state() to set the environment to the same state and apply the same action,2025-01-04T01:12:43Z,2025-01-07T02:47:39Z,2025-01-07T02:47:39Z,4
github_issue::mani-skill/ManiSkill::571,ManiSkill,mani-skill/ManiSkill,issue,571,closed,[Question] Self-Collision Joints Issue - How to re-model/edit robot mesh structure,https://github.com/mani-skill/ManiSkill/issues/571,deviation_and_factor,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,rollout_behavior_anomaly;success_rate_drop_or_mismatch,simulator_physics_rendering,rollout_execution,the joints/hands of my robot are infinitely spinning,I ended up narrowing down the wrist base / palm of the hands being the cause of the bug.,the hand rotates by itself while sending a 0 action,2024-09-21T22:33:37Z,2024-11-08T06:42:24Z,2024-11-08T06:42:24Z,11
github_issue::mani-skill/ManiSkill::127,ManiSkill,mani-skill/ManiSkill,issue,127,closed,PyTest can't reliably test all tests in one go,https://github.com/mani-skill/ManiSkill/issues/127,deviation_and_factor,evaluation_instability_or_flakiness,simulator_physics_rendering,benchmark_or_eval_setup,evaluation_instability_or_flakiness,simulator_physics_rendering,benchmark_or_eval_setup,"When running all tests, sometimes I get ... RuntimeError: Renderer is not created.",RuntimeError: Renderer is not created. Renderer creation is required before any other operation.,"env = gym.make( env_id, obs_mode=obs_mode, render_mode=""cameras"", max_episode_steps=20 )",2023-08-03T22:28:45Z,2024-11-08T06:41:55Z,2024-11-08T06:41:55Z,0
github_issue::mani-skill/ManiSkill::519,ManiSkill,mani-skill/ManiSkill,issue,519,closed,Fails when running RGB based PPO baseline,https://github.com/mani-skill/ManiSkill/issues/519,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,rollout_execution,evaluation_crash_or_failure,dependency_runtime_environment,rollout_execution,RuntimeError: values expected sparse tensor layout but got Strided,"It fails with the 3.0.0b8 version, but it works with the previous one 3.0.0b7.",Evaluating,2024-08-22T07:28:33Z,2024-08-22T10:03:01Z,2024-08-22T10:03:01Z,3
github_issue::mani-skill/ManiSkill::126,ManiSkill,mani-skill/ManiSkill,issue,126,closed,ManiSkill1 environments when resetting state have some discrepancies,https://github.com/mani-skill/ManiSkill/issues/126,factor_only,unknown_or_not_applicable,reset_or_initial_state,environment_reset,unknown_or_not_applicable,reset_or_initial_state,environment_reset,,for ManiSkill1 environments (e.g. PushChair-v1) there are small relative errors in the observations after resetting state,after resetting state,2023-08-03T22:25:13Z,2024-07-01T15:05:41Z,2024-07-01T15:05:40Z,0
github_issue::mani-skill/ManiSkill::125,ManiSkill,mani-skill/ManiSkill,issue,125,closed,TurnFaucet-v0 and other envs with mesh sample based rewards are not deterministic.,https://github.com/mani-skill/ManiSkill/issues/125,deviation_and_factor,evaluation_instability_or_flakiness,seed_or_randomness,metric_computation,evaluation_instability_or_flakiness,seed_or_randomness,metric_computation,TurnFaucet-v0 and other envs with mesh sample based rewards are not deterministic.,using operating system entropy,,2023-08-03T22:00:00Z,2023-08-16T07:06:53Z,2023-08-16T07:06:53Z,0
github_issue::mani-skill/ManiSkill::93,ManiSkill,mani-skill/ManiSkill,issue,93,closed,The score on leaderboard is 0 under 'env_name=OpenCabinetDoor-v1',https://github.com/mani-skill/ManiSkill/issues/93,deviation_and_factor,success_rate_drop_or_mismatch,observation_sensor_preprocessing,observation_processing,success_rate_drop_or_mismatch;rollout_behavior_anomaly,observation_sensor_preprocessing,observation_processing;rollout_execution;benchmark_or_eval_setup,"but when I uploaded it to the leaderboard, the score showed 0",the user_solution.py file creates a dummy environment to process observations which includes adding the base_pose. This dummy environment is not the actual environment so there is a mismatch,the user_solution.py file creates a dummy environment to process observations which includes adding the base_pose. This dummy environment is not the actual environment so there is a mismatch,2023-05-16T09:45:09Z,2023-06-01T00:35:42Z,2023-06-01T00:35:42Z,27
github_issue::mani-skill/ManiSkill::1122,ManiSkill,mani-skill/ManiSkill,issue,1122,open,not replay successfully in some precise tasks,https://github.com/mani-skill/ManiSkill/issues/1122,deviation_and_factor,success_rate_drop_or_mismatch,evaluation_script_harness,rollout_execution,success_rate_drop_or_mismatch;rollout_behavior_anomaly,evaluation_script_harness;simulator_physics_rendering,rollout_execution;benchmark_or_eval_setup,"the success rate is still high(always over 99%) but I still dont know why it happened,it's always 100% in past time",Notice that we add --use-env-states for PushT-v1 (and only for that task) since the task has a lot of constant and dynamic contacts that on any rerun on a GPU sim can easily deviate and never replay correctly with just pure actions,it doesn't work when I replay the traj like PushT-v1 it seem like frozen...,2025-06-11T02:16:42Z,2025-07-15T03:55:53Z,,7
github_issue::mani-skill/ManiSkill::399,ManiSkill,mani-skill/ManiSkill,issue,399,closed,[Question/Bug] ValueError Capturing Video,https://github.com/mani-skill/ManiSkill/issues/399,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,"ValueError: not enough values to unpack (expected 2, got 0)","pip install ""imageio-ffmpeg""==""0.4.9"" imageio==""2.34.0""","eval_envs.step(agent.get_action(eval_obs, deterministic=True))",2024-06-29T05:58:01Z,2024-07-04T05:39:56Z,2024-07-04T05:39:56Z,12
github_issue::mani-skill/ManiSkill::1337,ManiSkill,mani-skill/ManiSkill,issue,1337,open,Is it possible to disable collision between two specified Actors?,https://github.com/mani-skill/ManiSkill/issues/1337,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,"no matter I lock or unlock, I got exactly the same videos",,for i in range(50): env_locked.step(action),2025-11-22T02:11:48Z,2026-03-14T06:37:07Z,,9
github_issue::mani-skill/ManiSkill::925,ManiSkill,mani-skill/ManiSkill,issue,925,closed,InspireHand Simulation in ManiSkill Leads to NaN Positions or has up to 1 degree of error,https://github.com/mani-skill/ManiSkill/issues/925,deviation_and_factor,rollout_behavior_anomaly,action_controller_interface,rollout_execution,rollout_behavior_anomaly,action_controller_interface;simulator_physics_rendering,rollout_execution,the fingers fly to NaN positions,There is a small issue with how we sent joint signals to the physx engine.,sampling random actions,2025-03-12T14:55:58Z,2025-05-20T23:30:33Z,2025-05-20T23:30:32Z,30
github_issue::mani-skill/ManiSkill::1031,ManiSkill,mani-skill/ManiSkill,issue,1031,closed,Zero out qf values upon resets as PhysX seems to randomly initialize them,https://github.com/mani-skill/ManiSkill/issues/1031,factor_only,unknown_or_not_applicable,reset_or_initial_state,environment_reset,unknown_or_not_applicable,reset_or_initial_state,environment_reset,,Zero out qf values upon resets as PhysX seems to randomly initialize them,upon resets,2025-05-02T03:10:07Z,2025-05-13T00:05:32Z,2025-05-13T00:05:32Z,0
github_issue::mani-skill/ManiSkill::770,ManiSkill,mani-skill/ManiSkill,issue,770,closed,[Question] Unable to Pick Up Objects in the Simulator,https://github.com/mani-skill/ManiSkill/issues/770,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,the object remains stationary and is not lifted,,cannot pick up objects,2024-12-26T02:54:35Z,2025-04-28T02:41:30Z,2025-04-28T02:41:30Z,8
github_issue::mani-skill/ManiSkill::749,ManiSkill,mani-skill/ManiSkill,issue,749,closed,[Bug] Can't open viewer while running GPU parallelized rendering,https://github.com/mani-skill/ManiSkill/issues/749,deviation_and_factor,setup_sensitive_result,simulator_physics_rendering,benchmark_or_eval_setup,success_rate_drop_or_mismatch;setup_sensitive_result,simulator_physics_rendering,benchmark_or_eval_setup,evaluating the model with sim_backend=cpu results in significantly worse performance,"if I train the model with sim_backend=gpu (which I am to leverage parallel env training), then evaluating the model with sim_backend=cpu results in significantly worse performance",evaluating the model with sim_backend=cpu,2024-12-16T01:58:04Z,2025-03-07T21:16:03Z,2025-03-07T21:16:02Z,2
github_issue::mani-skill/ManiSkill::166,ManiSkill,mani-skill/ManiSkill,issue,166,closed,Unstable simulation in Pour-v0,https://github.com/mani-skill/ManiSkill/issues/166,deviation_and_factor,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,"In some runs, the fluid seems to explode/implode.","augmenting `mpm_freq` seems to solve the issue. So, it is probably the ratio between these that was causing this issue.",I noticed this by running `python -m mani_skill2.examples.demo_random_action -e Pour-v0 --render-mode=human`,2023-11-01T14:53:09Z,2023-11-07T13:01:59Z,2023-11-07T13:01:59Z,2
github_issue::mani-skill/ManiSkill::130,ManiSkill,mani-skill/ManiSkill,issue,130,closed,Pixels shift occur in the vector environment when using smaller image width for camera,https://github.com/mani-skill/ManiSkill/issues/130,factor_only,unknown_or_not_applicable,observation_sensor_preprocessing,observation_processing,unknown_or_not_applicable,observation_sensor_preprocessing,observation_processing,,the RGBDVecEnv wrapper does not handle the padding quite correctly.,the RGBDVecEnv wrapper does not handle the padding quite correctly.,2023-08-04T11:52:01Z,2023-08-08T14:59:48Z,2023-08-08T02:13:17Z,5
github_issue::mani-skill/ManiSkill::77,ManiSkill,mani-skill/ManiSkill,issue,77,closed,Errors while creating submissions,https://github.com/mani-skill/ManiSkill/issues/77,deviation_and_factor,success_rate_drop_or_mismatch,ci_regression_evaluation,benchmark_or_eval_setup,evaluation_crash_or_failure;success_rate_drop_or_mismatch,ci_regression_evaluation,benchmark_or_eval_setup,"But when I submitted the docker image to the leaderboard, my score was 0. The weird thing is that the model I employed is the official `.ckpt` ... and when I tested the docker image locally, the score was not 0",we have discovered the bug. The evaluation system has been updated now.,The evaluation system has been updated now.,2023-04-03T14:55:44Z,2023-04-13T09:52:21Z,2023-04-13T09:52:21Z,15
github_issue::mani-skill/ManiSkill::1408,ManiSkill,mani-skill/ManiSkill,issue,1408,open,Evaluate.py for ACT policy does not work,https://github.com/mani-skill/ManiSkill/issues/1408,deviation_and_factor,evaluation_crash_or_failure,evaluation_script_harness,benchmark_or_eval_setup,evaluation_crash_or_failure,evaluation_script_harness,benchmark_or_eval_setup,KeyError: 'final_info',"In this case, since cpu env doesn't do auto resets, the info at the final timestep is the actual task eval results, so we don't need a 'final_info' field to store it.","when running the baseline.sh script for ACT, a Key error raises when evaluating the environment.",2026-04-16T13:10:44Z,2026-06-10T18:13:25Z,,2
github_issue::mani-skill/ManiSkill::1375,ManiSkill,mani-skill/ManiSkill,issue,1375,closed,[Question] Diffusion Policy And ACT Performance in PushT-v1 environment,https://github.com/mani-skill/ManiSkill/issues/1375,deviation_and_factor,success_rate_drop_or_mismatch,action_controller_interface,rollout_execution,success_rate_drop_or_mismatch,action_controller_interface,rollout_execution,"its ACT can achieve around 30% success rate. However, when I was trying to reproduce it at version `2ae6f5cb059dc07d06fc74e70c93c37b1b5b953b`, my ACT experiment failed.",the control mode is `pd_ee_delta_pos` not `pd_ee_delta_pose`. The control mode `pd_ee_delta_pos` has less dimensions and is easier to learn.,the control mode is `pd_ee_delta_pos` not `pd_ee_delta_pose`.,2026-01-12T17:32:09Z,2026-03-14T16:37:25Z,2026-03-14T06:22:39Z,2
github_issue::mani-skill/ManiSkill::1380,ManiSkill,mani-skill/ManiSkill,issue,1380,closed,[Bug] Significant discrepancy between CPU and GPU simulation backends (Motion Planning & Diffusion Policy),https://github.com/mani-skill/ManiSkill/issues/1380,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,"When evaluating the same model with the GPU backend (100 episodes), the success rate drops to 12%.",,,2026-01-25T09:46:49Z,2026-03-14T06:24:58Z,2026-03-14T06:24:58Z,2
github_issue::mani-skill/ManiSkill::1390,ManiSkill,mani-skill/ManiSkill,issue,1390,open,"can't run baselines on ""RotateValveLevel0-v1"" task",https://github.com/mani-skill/ManiSkill/issues/1390,deviation_and_factor,evaluation_crash_or_failure,evaluation_script_harness,metric_computation,evaluation_crash_or_failure,evaluation_script_harness,metric_computation,KeyError: 'success_once',The lack of a success metric in the evaluation infos is usually because the evaluation part of the training code didn't actually run a full episode (e.g. `--num-eval-steps` is not high enough). Make sure `--num-eval-steps` is set to equal to some multiple of the max episode steps of the task,"f""success_once: {eval_metrics_mean['success_once']:.2f}, """,2026-02-25T21:58:15Z,2026-03-14T06:19:52Z,,1
github_issue::mani-skill/ManiSkill::882,ManiSkill,mani-skill/ManiSkill,issue,882,closed,[Question] Reproducing Diffusion Policy Performance in PushT-v1 environment,https://github.com/mani-skill/ManiSkill/issues/882,deviation_and_factor,success_rate_drop_or_mismatch,training_evaluation_interaction,training_eval_boundary,success_rate_drop_or_mismatch,training_evaluation_interaction,training_eval_boundary,"The trained model exhibits poor success rates, ranging between 0.15 and 0.2","If you run the provided script directly, it sets demos=100 by default, meaning only 100 demonstrations are used for DP training.",,2025-02-25T13:54:02Z,2026-01-12T20:16:13Z,2025-03-10T07:03:51Z,9
github_issue::mani-skill/ManiSkill::1363,ManiSkill,mani-skill/ManiSkill,issue,1363,closed,[PushT-v1] RL demonstration trajectories replay poorly; suspected dataset issue affecting imitation learning performance,https://github.com/mani-skill/ManiSkill/issues/1363,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,success_rate_drop_or_mismatch;rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,most replayed trajectories fail to complete the task,,I replayed the RL trajectories directly using the official replay script,2025-12-22T10:28:43Z,2025-12-23T06:53:03Z,2025-12-23T06:53:03Z,0
github_issue::mani-skill/ManiSkill::1052,ManiSkill,mani-skill/ManiSkill,issue,1052,closed,GPU Joint control doesn't work for WidowX,https://github.com/mani-skill/ManiSkill/issues/1052,deviation_and_factor,rollout_behavior_anomaly,action_controller_interface,action_execution,rollout_behavior_anomaly,action_controller_interface,action_execution,"As soon as I enable GPU sim via num_envs>1, the actions get completely ignored and all environments simply go to all zeros.",The reason for this is because of setting interpolate=True. Seems like this arg will mess up all control modes for gpu sim.,,2025-05-08T19:12:37Z,2025-05-16T07:43:12Z,2025-05-15T18:00:07Z,2
